Facility_Name,Reg_No,Address,Facility_Type,Level,Bed_Capacity,County,status,View
KIIRUA HEALTH CENTRE,GK-xxx,P.O BOX 1982-60200 MERU,DISPENSARY,LEVEL 2,0,MERU,Active,
KIMBO DISPENSARY,GK-xxx,P.O BOX 19-60201 KIBIRICHIA,DISPENSARY,LEVEL 2,0,MERU,Active,
KIMWENGE DISPENSARY,GK-xxx,P.O BOX 57-50318 GAMBOGI,DISPENSARY,LEVEL 2,0,VIHIGA,Active,
IKARANGO DISPENSARY,GK-xxx,P.O BOX 168-40201 GESUSU,DISPENSARY,LEVEL 2,0,KISII,Active,
IVOLENI DISPENSARY,GK-xxx,P.O BOX 30-90136 NZEEKA,DISPENSARY,LEVEL 2,0,MAKUENI,Active,
BROOKS OF CHERITH MEDICAL AND NUTRITION CENTRE LIMITED NYANDARUA,014xxx,P.O. BOX 72 00202 NAIROBI,HOSPITAL LEVEL 4,LEVEL 4,52,NYANDARUA,Active,
MATATA NURSING HOME,000xxx,P.O BOX 27-40222 OYUGIS,HOSPITAL LEVEL 4,LEVEL 4,150,HOMA BAY,Active,
BARAKA MATERNITY & NURSING HOME,000xxx,P.O BOX 2705-20100 NAKURU,NURSING HOME,LEVEL 3A,25,NAKURU,Active,
BISMILLAHI MEDICAL CENTER,000xxx,P.O BOX 703-00130 MANDERA,MEDICAL CENTRE,LEVEL 3B,8,UASIN GISHU,Active,
PROVIDE INTERNATIONAL HEALTH CENTRE -KAYOLE,000xxx,P.O BOX 62961-00200 NAIROBI,NURSING HOME,LEVEL 3A,20,NAIROBI,Active,
ROYAL DENTAL CLINIC,002xxx,P.O BOX 200-40601 Bondo,DENTAL CLINIC,LEVEL 2,0,KISUMU,Active,
AAR KAREN HEALTH CENTRE,003xxx,P.O BOX 41766-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
AAR EMBAKASI OUTPATIENT CENTRE,003xxx,P.O BOX 41766-00100 NAIROBI,HEALTH CENTRE,LEVEL 3A,0,NAIROBI,Active,
AAR DONHOLM OUTPATIENT CENTRE,004xxx,P.O BOX 41766-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
KALOKOL MEDICAL SERVICES,004xxx,P.O BOX 44-30502 KALOKOL,MEDICAL CENTRE,LEVEL 3B,10,TURKANA,Active,
OASIS DOCTORS PLAZA HOMABAY,004xxx,P.O BOX 504-40300 HOMABAY,HOSPITAL LEVEL 4,LEVEL 4,45,HOMA BAY,Active,
GARISSA DOCTORS PLAZA,005xxx,P.O BOX 1558-70100 GARISSA,HOSPITAL LEVEL 4,LEVEL 4,52,GARISSA,Active,
LAIKIPIA UNIVERSITY MEDICAL CENTRE NYAHURURU,005xxx,P.O BOX 1100-20300 NYAHURURU,HEALTH CENTRE,LEVEL 3A,7,LAIKIPIA,Active,
AAR HEALTHCARE(K) LIMITED-KITENGELA OUTPATIENT CENTRE,006xxx,P.O BOX 41766-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,KAJIADO,Active,
ST. STEFANI MEDICAL CENTER,006xxx,P.O BOX 29879-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
BENGO MEDICAL CENTRE,010xxx,P.O BOX 38-80114 MAZERAS,MEDICAL CENTRE,LEVEL 3B,0,KILIFI,Active,
WABERI HOSPITAL LTD,014xxx,P.O BOX 957-70100 GARISSA,NURSING HOME,LEVEL 3A,40,GARISSA,Active,
QUEENTERIC HEALTH CENTRE,014xxx,P.O BOX 225- BONDO,MEDICAL CLINIC,LEVEL 2,0,SIAYA,Active,
QUEENTERIC MEDICAL KISUMU,014xxx,P.O BOX 225- BONDO,MEDICAL CLINIC,LEVEL 2,0,KISUMU,Active,
NYAIS MARY ADHIAMBO OKOTH MEMORIAL NURSING HOME,014xxx,P.O BOX 225-60200 BONDO,MEDICAL CLINIC,LEVEL 2,0,SIAYA,Active,
BENEDICICTION AFYA MEDICAL CENTRE,014xxx,P.O BOX 33-10102 KIGANJO,MEDICAL CLINIC,LEVEL 2,0,LAIKIPIA,Active,
LUCIA ALLCARE COMMUNITY HOSPITAL,015xxx,P.O BOX 991-40100 KISUMU,MEDICAL CLINIC,LEVEL 2,0,KISUMU,Active,
ANTARA HEALTH LIMITED,015xxx,P.O BOX 2087-00606 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
BETTERLIFE MEDICAL CENTRE,015xxx,P.O BOX 8783-00200 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
NASSI HOSPITALS,015xxx,P.O BOX 486-50400 BUSIA,MEDICAL CENTRE,LEVEL 3B,30,BUSIA,Active,
STETH HEALTHCARE LIMITED,015xxx,P.O BOX 207-60205 GITHONGO,MEDICAL CLINIC,LEVEL 2,0,MERU,Active,
ROYAL DENTAL CLINIC HOMABAY,016xxx,P.O BOX 200-40601 HOMABAY,DENTAL CLINIC,LEVEL 2,0,HOMA BAY,Active,
AAR HEALTHCARE(K) LTD-SOUTH C OUTPATIENT CENTRE,016xxx,P.O BOX 41766-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
AAR HEALTHCARE SERVICES SYOKIMAU OUTPATIENT CENTRE,016xxx,P.O BOX 41776-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,MACHAKOS,Active,
MAHALI MZURI,016xxx,P.O BOX 1819-00502 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAROK,Active,
MISIWI MEMORIAL HOSPITAL,017xxx,P.O BOX 470-40300 OYUGIS,MEDICAL CENTRE,LEVEL 3B,24,HOMA BAY,Active,
RUBY SMILES DENTAL CLINIC,017xxx,P.O BOX 28419-00100 NAIROBI,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
BOSTCARE MEDICAL CENTRE,017xxx,P.O BOX 1746-50205 WEBUYE,MEDICAL CLINIC,LEVEL 2,0,KAKAMEGA,Active,
REVO DENTAL LIMITED,018xxx,P.O BOX 2746-00606 NAIROBI,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
CREST CARE HOSPITAL LIMITED-CLINIC,018xxx,P.O BOX 204- WANGURU,MEDICAL CLINIC,LEVEL 2,0,EMBU,Active,
ROYAL DENTAL CLINIC - MIGORI,018xxx,P.O BOX 2382-40100 KISUMU,DENTAL CLINIC,LEVEL 2,0,MIGORI,Active,
PROJECT MERCY CLINIC,018xxx,P.O BOX 902-80100  MOMBASA,MEDICAL CLINIC,LEVEL 2,0,MOMBASA,Active,
STAR OF HOPE ASSOCIATION-PAKISTAN MEDICAL CENTRE,019xxx,P.O BOX 313-80100 MOMBASA,MEDICAL CLINIC,LEVEL 2,0,MOMBASA,Active,
AAR HEALTHCARE LIMITED-MOBILE CLINIC,019xxx,P.O BOX 41766-00100 NAIROBI,MOBILE CLINIC,LEVEL 2,0,NAIROBI,Active,
RADIENYA COMMUNITY HOSPITAL,019xxx,P.O BOX 170-40302 NDHIWA,MEDICAL CLINIC,LEVEL 2,0,HOMA BAY,Active,
PUNEX HEALTHCARE LIMITED,020xxx,P.O BOX 14435-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,MACHAKOS,Active,
AAR HEALTH CARE(KENYA) LIMITED-BAMBURI,020xxx,P.O BOX 41766-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,MOMBASA,Active,
BURDER NURSING HOME LIMITED,020xxx,P.O BOX 280-70200 WAJIR,NURSING HOME,LEVEL 3A,20,WAJIR,Active,
5 SENSES MEDICAL SERVICES LIMITED,020xxx,P.O BOX 20186-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
LUCARE MEDICAL CLINIC,021xxx,P.O BOX 655-20500 NAROK,MEDICAL CLINIC,LEVEL 2,0,NAROK,Active,
CERBA LANCET KENYA LIMITED MEDICAL CENTRE EASTLEIGH,021xxx,P.O BOX 117-00202 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
ABYAN HOSPITAL LIMITED,021xxx,P.O BOX 6485-00610 NAIROBI,NURSING HOME,LEVEL 3A,50,NAIROBI,Active,
ALBADHAR NURSING HOME,021xxx,P.O BOX 53-70201 HABASWEIN,NURSING HOME,LEVEL 3A,20,WAJIR,Active,
EQUITY AFIA MEDICAL CENTRE MWINGI,021xxx,P.O BOX 75104-00200 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,KITUI,Active,
EQUITY AFIA MEDICAL CENTRE OLOITOKTOK,021xxx,P.O BOX 75104-00200 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,KAJIADO,Active,
AFBLOOM FLOWERS HEALTH CLINIC,021xxx,P.O BOX 7029-20100 NAKURU,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
MGANGE DAWIDA HEALTH CENTRE,GK-xxx,P.O BOX 41-80306 MGANGE,HEALTH CENTRE,LEVEL 3A,6,TAITA TAVETA,Active,
MSHONGOLENI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
KATANGINI DISPENSARY,GK-xxx,P.O BOX 78-90300 KALAWA,DISPENSARY,LEVEL 2,0,MAKUENI,Active,
OTHAYA SUB-COUNTY HOSPITAL,GK-xxx,P.O BOX 83-10106 OTHAYA,HOSPITAL LEVEL 4,LEVEL 4,50,NYERI,Active,
KAMWENJA TEACHERS TRAINING COLLEGE MEDICAL CLINIC,GK-xxx,P.O BOX 152-10100 NYERI,MEDICAL CENTRE,LEVEL 3B,6,NYERI,Active,
JILANGO DISPENSARY,GK-xxx,P.O BOX 29-70100 GARISSA,DISPENSARY,LEVEL 2,0,GARISSA,Active,
DUJIS HEALTH CENTRE,GK-xxx,P.O BOX 3-70100 GARISSA,HEALTH CENTRE,LEVEL 3A,6,GARISSA,Active,
KIGUCHWA DISPENSARY,GK-xxx,P.O BOX 36-60605 MUTHAARA,DISPENSARY,LEVEL 2,0,MERU,Active,
MOGOTIO SUB-COUNTY HOSPITAL,GK-xxx,P.O BOX 117-20105 MOGOTIO,HOSPITAL LEVEL 4,LEVEL 4,52,BARINGO,Active,
ITUNDUIMUNI HEALTH CENTRE,GK-xxx,P.O BOX 82-90119 MATUU,HEALTH CENTRE,LEVEL 3A,5,MACHAKOS,Active,
KYOANI DISPENSARY,GK-xxx,P.O BOX 87-90201 MUTOMO,DISPENSARY,LEVEL 2,0,KITUI,Active,
MUAMBA DISPENSARY,GK-xxx,P.O BOX 87-90201 MUTOMO,DISPENSARY,LEVEL 2,0,KITUI,Active,
ONGATA RONGAI SUB COUNTY HOSPITAL,GK-xxx,P.O BOX 15546-00503 MBAGATHI,HOSPITAL LEVEL 4,LEVEL 4,90,KAJIADO,Active,
ILENGI DISPENSARY,GK-xxx,P.O BOX 87-90201 ILENGI,DISPENSARY,LEVEL 2,0,KITUI,Active,
KYALILINI DISPENSARY,GK-xxx,P.O BOX 22-90200 KITUI,DISPENSARY,LEVEL 2,0,KITUI,Active,
NGELANI DISPENSARY,GK-xxx,P.O BOX 72-90213 ZOMBE,DISPENSARY,LEVEL 2,0,KITUI,Active,
KAIRUNGU DISPENSARY,GK-xxx,P.O BOX 22-90200 KITUI,DISPENSARY,LEVEL 2,0,KITUI,Active,
MWITIKA DISPENSARY,GK-xxx,P.O BOX 72-90213 ZOMBE,DISPENSARY,LEVEL 2,0,KITUI,Active,
OLMEKENYU DISPENSARY,GK-xxx,P.O BOX 45-20503 OLOLUNGA,DISPENSARY,LEVEL 2,0,NAROK,Active,
TRANSMARA WEST SUB-COUNTY HOSPITAL,GK-xxx,P.O BOX 98-40700 KILGORIS,HEALTH CENTRE,LEVEL 3A,0,NAROK,Active,
SISOKHE DISPENSARY,GK-xxx,P.O BOX 750-50100 KAKAMEGA,DISPENSARY,LEVEL 2,0,KAKAMEGA,Active,
KABAA DISPENSARY,GK-xxx,P.O BOX 22-90200 KITUI,DISPENSARY,LEVEL 2,0,KITUI,Active,
NDOONI DISPENSARY,GK-xxx,P.O BOX 692-90200 KITUI,DISPENSARY,LEVEL 2,0,KITUI,Active,
YOONYE DISPENSARY,GK-xxx,P.O BOX 70-90214 NDOOA,DISPENSARY,LEVEL 2,0,KITUI,Active,
KITUNDU DISPENSARY,GK-xxx,P.O BOX 22-90200 KITUI,DISPENSARY,LEVEL 2,0,KITUI,Active,
KWA MUTULA  DISPENSARY,GK-xxx,P.O BOX 30-90121 EMALI,DISPENSARY,LEVEL 2,0,MAKUENI,Active,
ILIKA DISPENSARY,GK-xxx,P.O BOX 184-90200 KITUI,DISPENSARY,LEVEL 2,0,KITUI,Active,
NGERIA PRISONS DISPENSARY,GK-xxx,P.O BOX 3-30100 ELDORET,DISPENSARY,LEVEL 2,0,UASIN GISHU,Active,
NAIRIRI DISPENSARY,GK-xxx,P.O BOX 2432-30100 ELDORET,DISPENSARY,LEVEL 2,0,UASIN GISHU,Active,
UTANGWA DISPENSARY,GK-xxx,P.O BOX 135-90125 KIKIMA,DISPENSARY,LEVEL 2,0,MAKUENI,Active,
KYUMANI DISPENSARY,GK-xxx,P.O BOX 72-90137 KIBWEZI,DISPENSARY,LEVEL 2,0,MAKUENI,Active,
KASAALA HEALTH CENTRE,GK-xxx,P.O BOX 110-90201 MUTOMO,HEALTH CENTRE,LEVEL 3A,6,KITUI,Active,
KALUNGU DISPENSARY,GK-xxx,P.O BOX 81-90138 MAKINDU,DISPENSARY,LEVEL 2,0,MAKUENI,Active,
IKUTHA SUB-COUNTY HOSPITAL,GK-xxx,P.O BOX 110-90207 IKUTHA,HEALTH CENTRE,LEVEL 3A,30,KITUI,Active,
JEMUNADA DISPENSARY,GK-xxx,P.O BOX 3-30706 CHEBIEMIT,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
NYS CHEPSIREI DISPENSARY,GK-xxx,P.O BOX 89-30128 KIMWARER,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
SIMBEIYWET DISPENSARY,GK-xxx,P.O BOX 28-30706 CHEBIEMIT,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
SANGURUR DISPENSARY,GK-xxx,P.O BOX 63-30700 ITEN,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KAPTOROR DISPENSARY,GK-xxx,P.O BOX 30-30705 KAPSOWAR,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KOITUGUM DISPENSARY,GK-xxx,P.O BOX 50-30204 KAPCHEROP,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KORONGOI DISPENSARY,GK-xxx,P.O BOX 71-30204 KAPCHEROP,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
EBEREGE HEALTH CENTRE,GK-xxx,P.O BOX 92-40200 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
KEANI DISPENSARY,GK-xxx,P.O BOX 92-40200 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
EMEROKA DISPENSARY,GK-xxx,P.O BOX 52-40202 KEROKA,HEALTH CENTRE,LEVEL 3A,6,KISII,Active,
RIKENDO DISPENSARY,GK-xxx,P.O BOX 92-40200 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
NYACHOGOCHOGO DISPENSARY,GK-xxx,P.O BOX 21-40203 NYAMACHE,DISPENSARY,LEVEL 2,0,KISII,Active,
NYANSIRA DISPENSARY,GK-xxx,P.O BOX 350-40202 KEROKA,DISPENSARY,LEVEL 2,0,KISII,Active,
KIAGWARE DISPENSARY,GK-xxx,P.O BOX 27-40206 NYAMARAMBE,DISPENSARY,LEVEL 2,0,KISII,Active,
ITUMBE DISPENSARY,GK-xxx,P.O BOX 21-40203 NYAMACHE,DISPENSARY,LEVEL 2,0,KISII,Active,
ITIBO ERAMANI DISPENSARY,GK-xxx,P.O BOX 21-40203 NYAMACHE,DISPENSARY,LEVEL 2,0,KISII,Active,
NYAURA DISPENSARY,GK-xxx,P.O BOX 92-40200 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
TARACHA HEALTH CENTRE,GK-xxx,P.O BOX 92-40200 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
SUGUBO DISPENSARY,GK-xxx,P.O BOX 22-40203 NYANACHE,DISPENSARY,LEVEL 2,0,KISII,Active,
MASONGO HEALTH CENTRE,GK-xxx,P.O BOX 92-40200 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
NYANSAKIA HEALTH CENTRE,GK-xxx,P.O BOX 21-40203 NYAMACHE,HEALTH CENTRE,LEVEL 3A,6,KISII,Active,
NYAMEMISO DISPENSARY,GK-xxx,P.O BOX 92-40200 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
OMOGWA DISPENSARY,GK-xxx,P.O BOX 27-40206 NYAMARAMBE,DISPENSARY,LEVEL 2,0,KISII,Active,
EBURI DISPENSARY,GK-xxx,P.O BOX 27-40206 NYAMARAMBE,DISPENSARY,LEVEL 2,0,KISII,Active,
NYANKO DISPENSARY,GK-xxx,P.O BOX 92-40200 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
BOIGE HEALTH CENTRE,GK-xxx,P.O BOX 27-40206 NYAMARAMBE,HEALTH CENTRE,LEVEL 3A,9,KISII,Active,
RAGANGA SUB-COUNTY HOSPITAL,GK-xxx,P.O BOX 92-40200 KISII,HEALTH CENTRE,LEVEL 3A,40,KISII,Active,
ORESI SUB-COUNTY HOSPITAL,GK-xxx,P.O BOX 92-40200 KISII,HEALTH CENTRE,LEVEL 3A,6,KISII,Active,
SARO DISPENSARY,GK-xxx,P.O BOX 966-40400 SUNA,DISPENSARY,LEVEL 2,0,MIGORI,Active,
KAMELIL DISPENSARY,GK-xxx,P.O BOX 183-40110 SONGHOR,DISPENSARY,LEVEL 2,0,NANDI,Active,
MOGOGET DISPENSARY,GK-xxx,P.O BOX 6-30307 MOSORIOT,DISPENSARY,LEVEL 2,0,NANDI,Active,
RUIRI RURAL HEALTH DEMONSTRATION CENTRE.,GK-xxx,P.O BOX 8-60200 MERU,HEALTH CENTRE,LEVEL 3A,6,MERU,Active,
LUKHOKHWE DISPENSARY,GK-xxx,P.O BOX 200-50211 NAITIRI,DISPENSARY,LEVEL 2,0,BUNGOMA,Active,
MAKHONGE DISPENSARY,GK-xxx,P.O BOX 202-50202 CHWELE,DISPENSARY,LEVEL 2,0,BUNGOMA,Active,
CHEPSOO DISPENSARY,GK-xxx,P.O BOX 49-20211 KAPSOIT,DISPENSARY,LEVEL 2,0,KERICHO,Active,
CHESANGA DISPENSARY,GK-xxx,P.O BOX 11-20200 KERICHO,DISPENSARY,LEVEL 2,0,KERICHO,Active,
KIBOSON DISPENSARY,GK-xxx,P.O BOX 955-20227 SOTIK,DISPENSARY,LEVEL 2,0,BOMET,Active,
MATULO  DISPENSARY,GK-xxx,P.O BOX 25-50205 WEBUYE,DISPENSARY,LEVEL 2,0,BUNGOMA,Active,
KONGOLI DISPENSARY,GK-xxx,P.O BOX 659-50200 BUNGOMA,DISPENSARY,LEVEL 2,0,BUNGOMA,Active,
LONDIANI FORESTRY COLLEGE DISPENSARY,GK-xxx,P.O BOX 8-20203 LONDIANI,DISPENSARY,LEVEL 2,0,KERICHO,Active,
KAPSABET COUNTY REFERRAL HOSPITAL,GK-xxx,P.O BOX 5-30300 KAPSABET,HOSPITAL LEVEL 4,LEVEL 4,200,NANDI,Active,
RADAT DISPENSARY,GK-xxx,P.O BOX 74-20105 MOGOTIO,DISPENSARY,LEVEL 2,0,BARINGO,Active,
ONYINJO DISPENSARY,GK-xxx,P.O BOX 41-40102 KOMBEWA,DISPENSARY,LEVEL 2,0,KISUMU,Active,
SORE DISPENSARY,GK-xxx,P.O BOX 419-20103 ELDAMA RAVINE,DISPENSARY,LEVEL 2,0,BARINGO,Active,
BARTABWA HEALTH CENTRE,GK-xxx,P.O BOX 120-30401 KABARTONJO,HEALTH CENTRE,LEVEL 3A,6,BARINGO,Active,
BARWESSA HEALTH CENTRE,GK-xxx,P.O BOX 120-30401 KABARTONJO,HEALTH CENTRE,LEVEL 3A,6,BARINGO,Active,
KAWANGA DISPENSARY,GK-xxx,P.O BOX 19-40302 NDHIWA,DISPENSARY,LEVEL 2,0,HOMA BAY,Active,
ONENO DISPENSARY,GK-xxx,P.O BOX 475-40300 HOMABAY,DISPENSARY,LEVEL 2,0,HOMA BAY,Active,
ORIDI DISPENSARY,GK-xxx,P.O BOX 217-40302 NDHIWA,DISPENSARY,LEVEL 2,0,HOMA BAY,Active,
AKORIAN DISPENSARY,GK-xxx,P.O BOX 21-30400 KABARNET,DISPENSARY,LEVEL 2,0,BARINGO,Active,
ELDUME DISPENSARY,GK-xxx,P.O BOX 115-30403 MARIGAT,DISPENSARY,LEVEL 2,0,BARINGO,Active,
OL ARABEL DISPENSARY,GK-xxx,P.O BOX 71-30403 MARIGAT,HEALTH CENTRE,LEVEL 3A,6,BARINGO,Active,
BOROWONIN DISPENSARY,GK-xxx,P.O BOX 21-30400 KABARNET,DISPENSARY,LEVEL 2,0,BARINGO,Active,
EMSOS DISPENSARY,GK-xxx,P.O BOX 149-20105 MOGOTIO,DISPENSARY,LEVEL 2,0,BARINGO,Active,
KIMORIT DISPENSARY,GK-xxx,P.O BOX 21-30400 KABARNET,DISPENSARY,LEVEL 2,0,BARINGO,Active,
LWANDA GWASSI DISPENSARY,GK-xxx,P.O BOX 50-40305 MBITA,DISPENSARY,LEVEL 2,0,HOMA BAY,Active,
NYANGIELA LEVEL 4 HOSPITAL,GK-xxx,P.O BOX 42-40222 OYUGIS,HOSPITAL LEVEL 4,LEVEL 4,60,HOMA BAY,Active,
HOMALIME HEALTH CENTRE,GK-xxx,P.O BOX 42-40222 OYUGIS,HEALTH CENTRE,LEVEL 3A,6,HOMA BAY,Active,
KIITINI DISPENSARY,GK-xxx,P.O BOX 646-90100 MACHAKOS,DISPENSARY,LEVEL 2,0,MACHAKOS,Active,
KAALENG HEALTH CENTER,GK-xxx,P.O BOX 3-30504 LOKITAUNG,HEALTH CENTRE,LEVEL 3A,6,TURKANA,Active,
GSU FIELD DISPENSARY KAJIADO,GK-xxx,P.O BOX 20-00205 KAJIADO,DISPENSARY,LEVEL 2,0,KAJIADO,Active,
OLEKASASI HEALTH CENTRE,GK-xxx,P.O BOX 15546-00503 MBAGATHI,HEALTH CENTRE,LEVEL 3A,30,KAJIADO,Active,
CGTRH MTONGWE OUTREACH,GK-xxx,P.O BOX 90231-80100 MOMBASA,MEDICAL CENTRE,LEVEL 3B,40,MOMBASA,Active,
NABUKHISA DISPENSARY,GK-xxx,P.O BOX 14-50200 BUNGOMA,DISPENSARY,LEVEL 2,0,BUNGOMA,Active,
BUTIELI DISPENSARY,GK-xxx,P.O BOX 14-50200 BUNGOMA,DISPENSARY,LEVEL 2,0,BUNGOMA,Active,
DAGAMRA DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
KIPSOEN DISPENSARY,GK-xxx,P.O BOX 220-30700 ITEN,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KAPCHEMUTTA DISPENSARY,GK-xxx,P.O BOX 145-30705 KAPSOWAR,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KAPLENGE DISPENSARY,GK-xxx,P.O BOX 78- CHEBIEMIT,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KILOS DISPENSARY,GK-xxx,P.O BOX 30705-30705 KAPSOWAR,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
LABOT COMMUNITY DISPENSARY,GK-xxx,P.O BOX 152- KAPCHEROP,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
TABARE DISPENSARY,GK-xxx,P.O BOX 94-30129 CHEPKORIO,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KAPTERIT DISPENSARY,GK-xxx,P.O BOX 1148-30700 KAPCHEROP,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
MULATA DISPENSARY,GK-xxx,P.O BOX 31- MATILIKU,DISPENSARY,LEVEL 2,0,MAKUENI,Active,
EMBARBAL DISPENSARY,GK-xxx,P.O BOX 31- KAJIADO,DISPENSARY,LEVEL 2,0,KAJIADO,Active,
KATHITHINE DISPENSARY,GK-xxx,P.O BOX 76-60206 KANYAKINE,DISPENSARY,LEVEL 2,0,MERU,Active,
KITHEO DISPENSARY,GK-xxx,P.O BOX 855-60200 MERU,DISPENSARY,LEVEL 2,0,MERU,Active,
KIMACHIA DISPENSARY,GK-xxx,P.O BOX 19-60200 KIANJAI,DISPENSARY,LEVEL 2,0,MERU,Active,
MUCUUNE DISPENSARY,GK-xxx,P.O BOX 39-60602 KIANJAI,DISPENSARY,LEVEL 2,0,MERU,Active,
CHERIBO DISPENSARY,GK-xxx,P.O BOX 810- LITEIN,DISPENSARY,LEVEL 2,0,KERICHO,Active,
MAROBA DISPENSARY,GK-xxx,P.O BOX 06-40204 OGEMBO,DISPENSARY,LEVEL 2,0,KISII,Active,
KINENI DISPENSARY,GK-xxx,P.O BOX 341-40203 OGEMBO,DISPENSARY,LEVEL 2,0,KISII,Active,
RIOGACHI DISPENSARY,GK-xxx,P.O BOX 128- KENYENYA,DISPENSARY,LEVEL 2,0,KISII,Active,
KIABUGESI DISPENSARY,GK-xxx,P.O BOX 128- KENYENYA,DISPENSARY,LEVEL 2,0,KISII,Active,
NAKIRIA DISPENSARY,GK-xxx,P.O BOX 18-30500 LODWAR,DISPENSARY,LEVEL 2,0,TURKANA,Active,
KITHONI DISPENSARY,GK-xxx,P.O BOX 116-90125 KIKIMA,DISPENSARY,LEVEL 2,0,MAKUENI,Active,
GITARA DISPENSARY,GK-xxx,P.O BOX 112-60204 MITUNGUU,DISPENSARY,LEVEL 2,0,MERU,Active,
BUBUI DISPENSARY,GK-xxx,P.O BOX 25-60211 KIONYO,DISPENSARY,LEVEL 2,0,MERU,Active,
KIAMWERI DISPENSARY,GK-xxx,P.O BOX 8-60200 MERU,DISPENSARY,LEVEL 2,0,MERU,Active,
ST. MERCELINE ROO HEALTH CENTRE - SUBA,GK-xxx,P.O BOX 36-40308 SINDO,DISPENSARY,LEVEL 2,4,HOMA BAY,Active,
KAPKUEI DISPENSARY,GK-xxx,P.O BOX 497-30400 KABARNET,DISPENSARY,LEVEL 2,0,BARINGO,Active,
MUKENDE HEALTH CENTRE,GK-xxx,P.O BOX 73-40308 SINDO,BASIC HEALTH CENTRE,LEVEL 3B,2,HOMA BAY,Active,
MOSURO DISPENSARY,GK-xxx,P.O BOX 53-40304 MARIGAT,DISPENSARY,LEVEL 2,0,BARINGO,Active,
SIFU ISLAND DISPENSARY,GK-xxx,P.O BOX 89-40601 BONDO,DISPENSARY,LEVEL 2,0,SIAYA,Active,
MAKANDI DISPENSARY,GK-xxx,P.O BOX 22-60607 MIKINDURI,DISPENSARY,LEVEL 2,0,MERU,Active,
MALIACHORO DISPENSARY,GK-xxx,P.O BOX 1-60602 KIANJAI,DISPENSARY,LEVEL 2,0,MERU,Active,
KAPCHORWA DISPENSARY,GK-xxx,P.O BOX 18-30101 AINABKOI,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KALYA DISPENSARY,GK-xxx,P.O BOX 152-30204 KAPCHEROP,DISPENSARY,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
KIORIMBA DISPENSARY,GK-xxx,P.O BOX 39-60602 KIANJAI,DISPENSARY,LEVEL 2,0,MERU,Active,
